1771901584.371, 1.000, -0.004, 13
1771901584.471, 0.996, 0.006, 12
1771901584.571, 0.996, -0.010, 13
1771901584.671, 0.985, -0.009, 12
1771901584.771, 0.998, 0.002, 13
1771901584.871, 0.992, -0.009, 12
1771901584.971, 0.990, -0.009, 12
1771901585.071, 1.006, 0.006, 13
1771901585.171, 0.996, -0.002, 12
1771901585.271, 1.001, 0.004, 13
1771901585.371, 0.995, -0.003, 13
1771901585.471, 0.993, -0.006, 12
1771901585.571, 0.993, -0.009, 13
1771901585.671, 0.993, -0.010, 12
1771901585.771, 1.003, 0.009, 13
1771901585.871, 0.995, -0.004, 12
1771901585.971, 0.993, -0.008, 13
1771901586.071, 0.994, -0.010, 13
1771901586.171, 0.997, 0.001, 12
1771901586.271, 0.995, -0.000, 13
1771901586.371, 0.998, 0.001, 12
1771901586.471, 0.991, -0.005, 13
1771901586.571, 1.001, 0.003, 13
1771901586.671, 0.993, -0.004, 12
1771901586.771, 1.001, 0.003, 13
1771901586.871, 0.997, -0.001, 12
1771901586.971, 0.995, -0.004, 13
1771901587.071, 0.980, -0.039, 12
1771901587.171, 1.014, 0.032, 13
1771901587.271, 1.019, 0.033, 13
1771901587.371, 0.999, -0.015, 12
1771901587.471, 1.001, 0.002, 13
1771901587.571, 0.988, -0.012, 11
1771901587.671, 0.958, -0.042, 13
1771901587.771, 0.995, -0.004, 13
1771901587.871, 0.996, -0.012, 12
1771901587.971, 0.997, -0.026, 13
1771901588.071, 1.019, -0.012, 12
1771901588.171, 1.005, -0.004, 13
1771901588.271, 1.008, 0.009, 12
1771901588.371, 0.990, -0.004, 13
1771901588.471, 1.005, 0.012, 13
1771901588.571, 1.001, 0.001, 12
1771901588.671, 0.999, 0.011, 13
1771901588.771, 0.995, -0.003, 12
1771901588.871, 0.999, 0.006, 13
1771901588.971, 0.993, -0.007, 13
1771901589.071, 0.998, 0.006, 12
1771901589.171, 0.997, 0.004, 13
1771901589.271, 1.004, 0.009, 12
1771901589.371, 0.997, -0.002, 13
1771901589.471, 1.001, 0.010, 12
1771901589.571, 0.994, -0.005, 13
1771901589.671, 1.010, 0.008, 13
1771901589.771, 0.996, 0.003, 12
1771901589.871, 0.997, -0.010, 13
1771901589.971, 0.988, 0.066, 12
1771901590.071, 0.999, -0.018, 12
1771901590.171, 1.029, 0.023, 13
1771901590.271, 0.956, -0.081, 12
1771901590.371, 0.994, 0.002, 13
1771901590.471, 1.020, 0.045, 10
1771901590.571, 0.990, -0.004, 13
1771901590.671, 1.011, 0.016, 12
1771901590.771, 0.993, 0.001, 13
1771901590.871, 1.017, -0.014, 13
1771901590.971, 0.967, -0.062, 9
1771901591.071, 0.999, 0.010, 10
1771901591.171, 1.001, 0.017, 11
1771901591.271, 0.991, -0.007, 13
1771901591.371, 1.004, 0.022, 13
1771901591.471, 0.999, 0.000, 12
1771901591.571, 0.987, -0.006, 13
1771901591.671, 1.003, 0.007, 11
1771901591.771, 1.002, 0.003, 13
1771901591.871, 0.992, -0.001, 12
1771901591.971, 1.015, 0.012, 13
1771901592.071, 0.987, -0.003, 13
1771901592.171, 0.996, -0.002, 12
1771901592.271, 0.994, -0.002, 13
1771901592.371, 1.003, 0.004, 12
1771901592.471, 0.992, -0.011, 13
1771901592.571, 0.992, -0.003, 13
1771901592.671, 0.987, -0.005, 12
1771901592.771, 0.995, -0.003, 12
1771901592.871, 0.993, 0.006, 11
1771901592.971, 0.993, -0.007, 13
1771901593.071, 0.984, -0.019, 12
1771901593.171, 0.993, -0.004, 13
1771901593.271, 0.985, -0.008, 13
1771901593.371, 0.996, -0.001, 12
1771901593.471, 1.021, 0.027, 13
1771901593.571, 0.980, -0.013, 12
1771901593.671, 0.992, 0.003, 13
1771901593.771, 0.994, -0.011, 13
1771901593.871, 0.997, 0.006, 12
1771901593.971, 0.986, -0.017, 13
1771901594.071, 0.993, 0.004, 12
1771901594.171, 1.000, 0.006, 13
1771901594.271, 0.993, 0.001, 12
1771901594.371, 0.996, 0.024, 13
1771901594.471, 0.998, 0.007, 13
1771901594.571, 0.996, -0.002, 12
1771901594.671, 0.988, -0.007, 13
1771901594.771, 0.993, -0.005, 12
1771901594.871, 0.990, -0.007, 13
1771901594.971, 0.996, -0.003, 12
1771901595.071, 0.985, -0.002, 12
1771901595.171, 0.998, 0.009, 13
1771901595.271, 0.984, -0.026, 12
1771901595.371, 0.946, 0.027, 13
1771901595.471, 0.983, -0.003, 12
